LOCN_NBR,STORE_NAME,BIS_NM,ADR,ADDRESS,CTY,CITY,STE,ZIP,PHN,FAX,COM_PHN,HRS,LAT,LNG,DIRE,CD,LOGO,CST_SEV,CNTY,mon_opn,mon_cse,tue_opn,tue_cse,wed_opn,wed_cse,thu_opn,thu_cse,fri_opn,fri_cse,sat_opn,sat_cse,sun_opn,sun_cse,TIME_ZONE,showProductAisleNumber,showProductBayNumber,showMetaProducts,showStoreMapView,showInStockPageView,showProductLocations,leadCaptureEnabled,,,,,,,,,,,,,,,,,,,,,
1607,Surprise Lowe's,"LOWE'S OF SURPRISE, AZ",13363 W. GRAND AVENUE,13363 W. Grand Ave,SURPRISE,Surprise,AZ,85374,(623) 975-6020,(623) 975-6593,(623) 687-3818,,33.63602026,-112.3493625,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,07.00.00,20.00.00,America/Phoenix,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1608,Toms River Lowe's,"LOWE'S OF TOMS RIVER, NJ",1375 HOOPER AVENUE,1375 Hooper Ave,TOMS RIVER,Toms River,NJ,8753,(732) 557-6650,(732) 557-9325,(732) 279-2063,,39.98981783,-74.17461515,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1609,Traverse City Lowe's,"LOWE'S OF TRAVERSE CITY, MI",3150 NORTH US 31 SOUTH,3150 North U.S. 31 South,TRAVERSE CITY,Traverse City,MI,49684,(231) 534-9008,(231) 534-9011,(231) 534-9036,,44.73045461,-85.64275559,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1610,Vincennes Lowe's,"LOWE'S OF VINCENNES, IN",2700 NORTH 6TH STREET,2700 North 6th St,VINCENNES,Vincennes,IN,47591,(812) 895-0538,(812) 895-1663,(812) 316-4021,,38.69195658,-87.50176231,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1611,Visalia Lowe's,"LOWE'S OF VISALIA, CA",4144 SOUTH MOONEY BOULEVARD,4144 South Mooney Blvd,VISALIA,Visalia,CA,93277,(559) 624-4300,(559) 624-4303,(559) 624-4328,,36.29352101,-119.3107171,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,21.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1612,Niskayuna Lowe's,"LOWE'S OF NISKAYUNA, NY",422 BALLTOWN ROAD,422 Balltown Rd,SCHENECTADY,Schenectady,NY,12304,(518) 382-8371,(518) 382-8904,(518) 952-8019,,42.77356843,-73.8903171,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1613,W. Jordan Lowe's,"LOWE'S OF W. JORDAN, UT",7456 SOUTH PLAZA CENTER DRIVE,7456 South Plaza Center Dr,WEST JORDAN,West Jordan,UT,84084,(801) 260-0500,(801) 260-0515,(801) 790-5911,,40.61554847,-111.9809668,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1614,Sylvania Township Lowe's,"LOWE'S OF SYLVANIA TOWNSHIP, OH",7000 CENTRAL AVENUE,7000 Central Ave,TOLEDO,Toledo,OH,43617,(419) 843-9758,(419) 843-2439,(419) 842-6719,,41.67568699,-83.71136154,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1615,Warsaw Lowe's,"LOWE'S OF WARSAW, IN",2495 JALYNN STREET,2495 Jalynn St,WARSAW,Warsaw,IN,46582,(574) 267-0024,(574) 269-4776,(574) 268-3139,,41.2692137,-85.85611099,,N,,,US,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1616,Vista Lowe's,"LOWE'S OF VISTA, CA",151 VISTA VILLAGE DRIVE,151 Vista Village Dr,VISTA,Vista,CA,92083,(760) 631-6255,(760) 631-6268,(760) 842-9052,,33.19551212,-117.2472674,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1617,Waycross Lowe's,"LOWE'S OF WAYCROSS, GA",2308 MEMORIAL DRIVE,2308 Memorial Dr,WAYCROSS,Waycross,GA,31501,(912) 285-2149,(912) 285-0497,(912) 285-2149,,31.19590174,-82.3250411,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,22.00.00,07.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1618,Weymouth Lowe's,"LOWE'S OF WEYMOUTH, MA",729 BRIDGE STREET,729 Bridge St,WEYMOUTH,Weymouth,MA,2191,(781) 340-5964,(781) 340-0686,(781) 803-4035,,42.24428012,-70.93449207,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1619,White Settlement Lowe's,"LOWE'S OF WHITE SETTLEMENT, TX",600 STATE HIGHWAY 183,600 State Highway 183,FORT WORTH,Fort Worth,TX,76114,(817) 377-2400,(817) 377-4972,(817) 210-1139,,32.75196226,-97.43381034,,N,,,US,06.00.00,20.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1620,Sunrise Lowe's,"LOWE'S OF SUNRISE, NV",2875 E. CHARLESTON BOULEVARD,2875 E. Charleston Blvd,LAS VEGAS,Las Vegas,NV,89104,(702) 380-0065,(702) 380-0068,(702) 380-0093,,36.15700375,-115.1119234,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1621,Mentor Lowe's,"LOWE'S OF MENTOR, OH",9600 MENTOR AVENUE,9600 Mentor Ave,MENTOR,Mentor,OH,44060,(440) 392-0027,(440) 354-0409,(440) 352-7845,,41.68246825,-81.29402729,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1622,Danville Lowe's,"LOWE'S OF DANVILLE, KY",51 MAY BOULEVARD,51 May Blvd,DANVILLE,Danville,KY,40422,(859) 238-9925,(859) 239-9074,(859) 936-3448,,37.6148781,-84.77713514,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1623,S. Kansas City Lowe's,"LOWE'S OF S. KANSAS CITY, MO",1700 WEST 133RD STREET,1700 West 133rd St,KANSAS CITY,Kansas City,MO,64145,(816) 942-2777,(816) 942-2173,(816) 941-5608,,38.88759826,-94.60551624,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1624,Garden City Lowe's,"LOWE'S OF GARDEN CITY, NY",700 DIBBLEE DRIVE,700 Dibblee Dr,GARDEN CITY,Garden City,NY,11530,(516) 794-6531,(516) 794-7640,(516) 507-5269,,40.73779584,-73.60433584,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,21.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1625,N.E. San Antonio Lowe's,"LOWE'S OF N.E. SAN ANTONIO, TX",11718 I.H. 35 NORTH,11718 I.H. 35 North,SAN ANTONIO,San Antonio,TX,78233,(210) 656-1550,(210) 656-1582,(210) 331-2520,,29.54481386,-98.36613134,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1626,Smyrna Lowe's,"LOWE'S OF SMYRNA, TN",410 GENIE LANE,410 Genie Ln,SMYRNA,Smyrna,TN,37167,(615) 220-2172,(615) 220-1016,(615) 220-7553,,35.98768644,-86.55207482,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1627,N. Little Rock Lowe's,"LOWE'S OF N. LITTLE ROCK, AR",4330 EAST MCCAIN BOULEVARD,4330 East Mccain Blvd,NORTH LITTLE ROCK,North Little Rock,AR,72117,(501) 955-2219,(501) 955-2854,(501) 235-4180,,34.78793215,-92.21744663,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1628,Pine Bluff Lowe's,"LOWE'S OF PINE BLUFF, AR",2906A EAST HARDING AVENUE,2906A East Harding Ave,PINE BLUFF,Pine Bluff,AR,71601,(870) 850-7702,(870) 850-7795,(870) 540-8218,,34.20713366,-91.9730176,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1629,S. Tampa Lowe's,"LOWE'S OF S. TAMPA, FL",4210 SOUTH DALE MABRY HIGHWAY,4210 South Dale Mabry Highway,TAMPA,Tampa,FL,33611,(813) 313-5040,(813) 313-5043,(813) 313-5068,,27.90430883,-82.50490971,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1630,Lakewood Lowe's,"LOWE'S OF LAKEWOOD, CO",5258 SOUTH WADSWORTH BOULEVARD,5258 South Wadsworth Blvd,LITTLETON,Littleton,CO,80123,(720) 981-0100,(720) 981-0974,(303) 222-1817,,39.62113388,-105.0888248,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1631,Bellingham Lowe's,"LOWE'S OF BELLINGHAM, WA",1050 EAST SUNSET DRIVE,1050 East Sunset Dr,BELLINGHAM,Bellingham,WA,98226,(360) 734-2659,(360) 671-1837,(360) 389-9036,,48.7704861,-122.4608376,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,21.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1632,E. Vancouver Lowe's,"LOWE'S OF E. VANCOUVER, WA",11413 NORTHEAST 76TH STREET,11413 Northeast 76th St,VANCOUVER,Vancouver,WA,98662,(360) 260-2120,(360) 260-2123,(360) 260-2148,,45.67644545,-122.5542879,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,21.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1633,S. Anchorage Lowe's,"LOWE'S OF S. ANCHORAGE, AK",10900 OLD SEWARD HIGHWAY,10900 Old Seward Highway,ANCHORAGE,Anchorage,AK,99515,(907) 349-8889,(907) 349-8891,(907) 365-4518,,61.12130564,-149.8663943,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,21.00.00,America/Anchorage,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1634,Rapid City Lowe's,"LOWE'S OF RAPID CITY, SD",2550 HAINES AVENUE,2550 Haines Ave,RAPID CITY,Rapid City,SD,57701,(605) 341-4815,(605) 341-5938,(605) 939-2549,,44.10998222,-103.2200605,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1635,Seneca Lowe's,"LOWE'S OF SENECA, SC",195 BILO PLACE,195 Bilo Pl,SENECA,Seneca,SC,29678,(864) 882-0218,(864) 882-0507,(864) 973-2019,,34.68956816,-82.9847695,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1636,N.W. Albuquerque Lowe's,"LOWE'S OF N.W. ALBUQUERQUE, NM",3500 NM 528 NW,3500 NM 528 NW,ALBUQUERQUE,Albuquerque,NM,87114,(505) 899-3223,(505) 899-7348,(505) 349-2073,,35.20305003,-106.6508551,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1637,Maple Shade Lowe's,"LOWE'S OF MAPLE SHADE, NJ",2834 ROUTE 73 NORTH,2834 Route 73 North,MAPLE SHADE,Maple Shade,NJ,8052,(856) 727-0990,(856) 727-9124,(856) 437-2370,,39.94093867,-74.97273074,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1638,C. Tucson Lowe's,"LOWE'S OF C. TUCSON, AZ",4151 NORTH ORACLE ROAD,4151 North Oracle Rd,TUCSON,Tucson,AZ,85705,(520) 887-1003,(520) 408-0875,(520) 918-1214,,32.28181788,-110.9797592,,N,,,US,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,07.00.00,20.00.00,America/Phoenix,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1639,C. Las Vegas Lowe's,"LOWE'S OF C. LAS VEGAS, NV",4625 WEST CHARLESTON BOULEVARD,4625 West Charleston Blvd,LAS VEGAS,Las Vegas,NV,89102,(702) 258-4136,(702) 258-8513,(702) 352-1118,,36.15667959,-115.2039849,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1640,Gadsden Lowe's,"LOWE'S OF GADSDEN, AL",615 GEORGE WALLACE DRIVE,615 George Wallace Dr,GADSDEN,Gadsden,AL,35903,(256) 543-1543,(256) 543-2946,(256) 459-3051,,33.99763765,-85.99666273,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,18.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1641,Clarksburg Lowe's,"LOWE'S OF CLARKSBURG, WV",494 EMILY DRIVE,494 Emily Dr,CLARKSBURG,Clarksburg,WV,26301,(304) 624-7071,(304) 624-7825,(304) 566-2021,,39.26750316,-80.28485146,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1642,Willoughby Lowe's,"LOWE'S OF WILLOUGHBY, OH",36300 EUCLID AVENUE,36300 Euclid Ave,WILLOUGHBY,Willoughby,OH,44094,(440) 942-2759,(440) 942-5336,(440) 954-6078,,41.62569768,-81.42811635,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1643,S.W. Toledo Lowe's,"LOWE'S OF S.W. TOLEDO, OH",5501 AIRPORT HIGHWAY,5501 Airport Highway,TOLEDO,Toledo,OH,43615,(419) 389-9464,(419) 389-9485,(419) 389-9663,,41.6151679,-83.67103932,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1644,Milledgeville Lowe's,"LOWE'S OF MILLEDGEVILLE, GA",1731 NORTH COLUMBIA STREET,1731 North Columbia St,MILLEDGEVILLE,Milledgeville,GA,31061,(478) 452-1110,(478) 452-1673,(478) 453-1619,,33.10154042,-83.24661001,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1645,N.E. Central San Antonio Lowe's,"LOWE'S OF N.E. CENTRAL SAN ANTONIO, TX",1470 AUSTIN HIGHWAY,1470 Austin Highway,SAN ANTONIO,San Antonio,TX,78209,(210) 828-6011,(210) 828-3866,(210) 200-0161,,29.49165704,-98.43382411,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1646,Dalton Lowe's,"LOWE'S OF DALTON, GA",1212 CLEVELAND HIGHWAY,1212 Cleveland Highway,DALTON,Dalton,GA,30721,(706) 277-2442,(706) 277-2405,(706) 277-8029,,34.7925617,-84.96021334,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1647,Fernandina Beach Lowe's,"LOWE'S OF FERNANDINA BEACH, FL",474283 EAST SR 200,474283 East State Road 200,FERNANDINA BEACH,Fernandina Beach,FL,32034,(904) 277-5000,(904) 277-5004,(904) 277-3102,,30.61963002,-81.51859043,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1648,Washington Lowe's,"LOWE'S OF WASHINGTON, MO",2023 WASHINGTON CROSSING,2023 Washington Crossing,WASHINGTON,Washington,MO,63090,(636) 529-6000,(636) 529-6003,(636) 529-6028,,38.53708416,-91.00808448,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1649,Perrysburg Lowe's,"LOWE'S OF PERRYSBURG, OH",10295 FREMONT PIKE,10295 Fremont Pike,PERRYSBURG,Perrysburg,OH,43551,(419) 874-6758,(419) 874-7206,(419) 389-9663,,41.54310508,-83.59168841,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1650,Fargo Lowe's,"LOWE'S OF FARGO, ND",5001 13TH AVENUE SW,5001 13th Ave S.W.,FARGO,Fargo,ND,58103,(701) 433-2160,(701) 433-2163,(701) 433-2188,,46.86424233,-96.87076511,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,12.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1651,Acworth Lowe's,"LOWE'S OF ACWORTH, GA",3250 COBB PARKWAY,3250 Cobb Pkwy,KENNESAW,Kennesaw,GA,30152,(770) 975-4380,(770) 975-4383,(770) 975-3614,,34.03524991,-84.67284563,,N,,Yes,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1652,N. Kissimmee Lowe's,"LOWE'S OF N. KISSIMMEE, FL",1300 OSCEOLA PARKWAY WEST,1300 Osceola Pkwy West,KISSIMMEE,Kissimmee,FL,34741,(407) 846-1292,(407) 846-3597,(407) 452-0149,,28.34002077,-81.41775871,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1653,Elkin Lowe's,"LOWE'S OF ELKIN, NC",492 CC CAMP ROAD,492 CC Camp Rd,ELKIN,Elkin,NC,28621,(336) 526-6550,(336) 526-6553,(336) 526-6578,,36.2738656,-80.84106436,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1654,W. Erie Lowe's,"LOWE'S OF W. ERIE, PA",2305 ASBURY ROAD,2305 Asbury Rd,ERIE,Erie,PA,16506,(814) 833-1023,(814) 835-8048,(814) 217-5301,,42.0747065,-80.18209081,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
1655,Greece Lowe's,"LOWE'S OF GREECE, NY",3150 WEST RIDGE ROAD,3150 West Rdg Rd,ROCHESTER,Rochester,NY,14626,(585) 453-7500,(585) 453-7503,(585) 453-7528,,43.21361665,-77.71241928,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
